seed,order,n_src_vois,dist_max_vois(m)
527,2,19,0.036093090757769
527,3,37,0.0534138952188029
527,4,61,0.0683655251217575
527,5,91,0.0881755438349334
527,6,125,0.10291316055364
527,7,162,0.108827821911837
527,8,202,0.116362937701112
527,9,245,0.12381486207328
527,10,291,0.128462638101376
527,11,339,0.129300190722258
527,12,387,0.132916298400618
527,13,435,0.138756131199277
527,14,479,0.143184871718236
527,15,517,0.150164483030822
528,1,7,0.022627338016459
528,2,19,0.0388175017872444
528,3,37,0.0631493211359172
528,4,61,0.0773913237435568
528,5,90,0.0937229213637103
528,6,123,0.106756615154852
528,7,160,0.111767612182462
528,8,200,0.117616356339613
528,9,243,0.125800164692392
528,10,288,0.128462638101376
528,11,335,0.129300190722258
528,12,383,0.132916298400618
528,13,429,0.139038844793342
528,14,472,0.146534787379953
528,15,513,0.152945332105644
529,1,7,0.0271516020543884
529,2,19,0.0453494207293468
529,3,37,0.0619158008114762
529,4,60,0.081579115596678
529,5,88,0.0958782769401149
529,6,121,0.10118016040072
529,7,158,0.106756615154852
529,8,198,0.112526114090533
529,9,241,0.119924265330305
529,10,286,0.125800164692392
529,11,332,0.128462638101376
529,12,377,0.129663959986321
529,13,422,0.135603588481739
529,14,466,0.144898830276587
529,15,507,0.152945332105644
530,1,7,0.0285131774387833
530,2,19,0.0408352672619866
530,3,36,0.0579295313071515
530,4,58,0.0781061465999682
530,5,85,0.0936254290166394
530,6,117,0.0974835654354667
530,7,154,0.10118016040072
530,8,194,0.107540743133967
530,9,237,0.113137541926304
530,10,281,0.119924265330305
530,11,324,0.125800164692392
530,12,367,0.129663959986321
530,13,410,0.135603588481739
530,14,453,0.144898830276587
530,15,495,0.152945332105644
531,1,7,0.0211115615765042
531,2,18,0.0412814585403915
531,3,34,0.0617437811416149
531,4,55,0.0717128061833558
531,5,81,0.0855551137377175
531,6,112,0.0958782769401149
531,7,148,0.102034162156691
531,8,188,0.107540743133967
531,9,230,0.114051727925033
531,10,272,0.119924265330305
531,11,314,0.127617084694685
531,12,356,0.135603588481739
531,13,398,0.144898830276587
531,14,440,0.152945332105644
531,15,482,0.161856983948819
532,1,7,0.0160830248847145
532,2,18,0.0318674147598138
532,3,34,0.0479059654619102
532,4,55,0.0648965360617073
532,5,81,0.0779446703496663
532,6,112,0.0917795081513755
532,7,148,0.103215941181008
532,8,188,0.113903995074324
532,9,230,0.121516945360961
532,10,272,0.142847075079346
532,11,314,0.154017475138978
532,12,356,0.159121463305311
532,13,398,0.162683027469904
532,14,440,0.166328153273247
532,15,482,0.166328153273247
533,1,7,0.0206144138006274
533,2,18,0.0322977856937001
533,3,34,0.0473763199732524
533,4,55,0.0628253209168785
533,5,81,0.0827642827994619
533,6,112,0.0908324335375551
533,7,148,0.102191238158865
533,8,188,0.12000299205301
533,9,230,0.130261709530017
533,10,272,0.145713256873302
533,11,314,0.154017475138978
533,12,356,0.159121463305311
533,13,398,0.162683027469904
533,14,440,0.166328153273247
533,15,482,0.166328153273247
534,1,7,0.0199031519688232
534,2,19,0.0357421934215317
534,3,36,0.0534573240634359
534,4,58,0.0693925782145881
534,5,85,0.083177616833987
534,6,117,0.0916776060066888
534,7,154,0.0980870946179018
534,8,194,0.110066466252053
534,9,237,0.131518708968963
534,10,281,0.145280834784292
534,11,324,0.156117378937032
534,12,367,0.162683027469904
534,13,410,0.166328153273247
534,14,453,0.166328153273247
534,15,495,0.166328153273247
535,1,7,0.0269363618152567
535,2,19,0.0426262091676893
535,3,37,0.0592968302601501
535,4,60,0.0727541053753906
535,5,88,0.0801901829201327
535,6,121,0.08883639711543
535,7,158,0.0973661896564646
535,8,198,0.113271620300842
535,9,241,0.132172504895207
535,10,286,0.149679280578083
535,11,332,0.160244997661467
535,12,377,0.166328153273247
535,13,422,0.166328153273247
535,14,466,0.166328153273247
535,15,507,0.166328153273247
536,1,7,0.0269363618152567
536,2,19,0.0426262091676893
536,3,37,0.0592968302601501
536,4,61,0.0701681519417316
536,5,90,0.0743337711288663
536,6,123,0.0844804181910541
536,7,160,0.0996997712547457
536,8,200,0.114195120694819
536,9,243,0.131951625738406
536,10,288,0.14702262673973
536,11,335,0.161856983948819
536,12,383,0.164763251308503
536,13,429,0.166328153273247
536,14,472,0.166328153273247
536,15,513,0.166328153273247
537,1,7,0.0228180608714947
537,2,19,0.0399062626221045
537,3,37,0.0586530328059687
537,4,61,0.0699689234093181
537,5,91,0.0822681358834649
537,6,125,0.098614672644621
537,7,162,0.109260562475557
537,8,202,0.120612893980684
537,9,245,0.133519312153241
537,10,291,0.140706945200285
537,11,339,0.150464642717002
537,12,387,0.159532103026871
537,13,435,0.164763251308503
537,14,479,0.166328153273247
537,15,517,0.166328153273247
538,1,7,0.0238985084485426
538,2,19,0.0396494723345285
538,3,37,0.0588073127047244
538,4,61,0.0712176883805297
538,5,91,0.0785354870422081
538,6,125,0.0933469607606609
538,7,162,0.10528545772134
538,8,202,0.119538268890295
538,9,245,0.131465426678065
538,10,291,0.143020064114028
538,11,339,0.152282810641842
538,12,387,0.161856983948819
538,13,435,0.164763251308503
538,14,479,0.166328153273247
538,15,517,0.166328153273247
539,1,7,0.0209400859072233
539,2,19,0.0397665564300425
539,3,37,0.0561223267751205
539,4,61,0.0677357650936464
539,5,90,0.0751330465692029
539,6,123,0.0872431288161673
539,7,160,0.0990948996943975
539,8,200,0.11620066637509
539,9,243,0.130982360388711
539,10,288,0.144898830276587
539,11,335,0.152945332105644
539,12,383,0.161856983948819
539,13,429,0.164763251308503
539,14,472,0.166328153273247
539,15,513,0.166328153273247
540,1,7,0.0332153889739146
540,2,19,0.0512600905273746
540,3,37,0.05888678196982
540,4,60,0.0664903699360469
540,5,88,0.0819881444185573
540,6,121,0.0896699375146723
540,7,158,0.101900430701449
540,8,198,0.11837916491801
540,9,241,0.127570191298305
540,10,286,0.134706156371678
540,11,332,0.144898830276587
540,12,377,0.152945332105644
540,13,422,0.161856983948819
540,14,466,0.164763251308503
540,15,507,0.166328153273247
541,1,7,0.0329786590861295
541,2,19,0.0494614995206343
541,3,36,0.0559198391957452
541,4,58,0.0712377182186975
541,5,85,0.080536623680471
541,6,117,0.0937229213637103
541,7,154,0.105913014565576
541,8,194,0.113137541926304
541,9,237,0.119924265330305
541,10,281,0.127617084694685
541,11,324,0.135603588481739
541,12,367,0.144898830276587
541,13,410,0.152945332105644
541,14,453,0.161856983948819
541,15,495,0.164763251308503
542,1,7,0.0194766667384105
542,2,19,0.0273734249724986
542,3,36,0.0395348477042519
542,4,58,0.0528484340246649
542,5,85,0.0657016062424828
542,6,117,0.0791170609571909
542,7,154,0.0913478390819195
542,8,194,0.0953064745032393
542,9,237,0.107990257649861
542,10,281,0.122988091924996
542,11,324,0.136570800243971
542,12,367,0.142788158152619
542,13,410,0.149279715615081
542,14,453,0.154017475138978
542,15,495,0.15684669437472
543,1,7,0.01855984030915
543,2,19,0.0322463684580581
543,3,37,0.0399470749794004
543,4,60,0.0563547488921661
543,5,88,0.0700250701630331
543,6,121,0.0804639231077167
543,7,158,0.0937706807766506
543,8,198,0.101909281178936
543,9,241,0.115645691004219
543,10,286,0.127779875186886
543,11,332,0.140206771427089
543,12,377,0.149279715615081
543,13,422,0.154017475138978
543,14,466,0.155923606917253
543,15,507,0.162904750976204
544,1,7,0.0193197613574248
544,2,19,0.0302901151367857
544,3,37,0.0435091622107518
544,4,61,0.0585759620852786
544,5,90,0.0700232764302312
544,6,123,0.0846264046156062
544,7,160,0.0954962551809418
544,8,200,0.106165419391863
544,9,243,0.120629545982977
544,10,288,0.134026339196028
544,11,335,0.148104349555798
544,12,383,0.154017475138978
544,13,429,0.154017475138978
544,14,472,0.162904750976204
544,15,513,0.166328153273247
545,1,7,0.0218417658872736
545,2,19,0.0318302345751927
545,3,37,0.0428342652387538
545,4,61,0.0543045305942596
545,5,91,0.0768618263750128
545,6,125,0.0863329330345754
545,7,162,0.0943781590566996
545,8,202,0.111036681664567
545,9,245,0.119397710401098
545,10,291,0.131556746504903
545,11,339,0.142446052542833
545,12,387,0.150783682727041
545,13,435,0.162904750976204
545,14,479,0.166328153273247
545,15,517,0.166328153273247
546,1,7,0.0185463299075803
546,2,19,0.0309862921727443
546,3,37,0.0424103830296971
546,4,61,0.05240178426906
546,5,91,0.0678054440063406
546,6,125,0.0858458198943974
546,7,162,0.101790986246771
546,8,202,0.112345999540322
546,9,245,0.121812381839227
546,10,291,0.136033958489905
546,11,339,0.148984486621718
546,12,387,0.154017475138978
546,13,435,0.162904750976204
546,14,479,0.166328153273247
546,15,517,0.166328153273247
547,1,7,0.0213547557811512
547,2,19,0.0313227535518692
547,3,37,0.0447547620752617
547,4,61,0.0561571675669954
547,5,90,0.0683588114457899
547,6,123,0.0833000522728694
547,7,160,0.099318944855566
547,8,200,0.111943183110761
547,9,243,0.123608216810413
547,10,288,0.136778977033163
547,11,335,0.154017475138978
547,12,383,0.154017475138978
547,13,429,0.160021954687704
547,14,472,0.166328153273247
547,15,513,0.166328153273247
548,1,7,0.0207935675188238
548,2,19,0.0362121991979291
548,3,37,0.0456103211373217
548,4,60,0.0589320759699934
548,5,88,0.0727250906133689
548,6,121,0.0842727989655143
548,7,158,0.101081610847174
548,8,198,0.116393334062744
548,9,241,0.127833741589257
548,10,286,0.145080921968954
548,11,332,0.154017475138978
548,12,377,0.159121463305311
548,13,422,0.162683027469904
548,14,466,0.166328153273247
548,15,507,0.166328153273247
549,1,7,0.0198648607952677
549,2,19,0.0324876377319607
549,3,36,0.0487412765127731
549,4,58,0.0614649417277787
549,5,85,0.0746778646339906
549,6,117,0.0882087210490449
549,7,154,0.103165875062717
549,8,194,0.114705871038258
549,9,237,0.128077853288678
549,10,281,0.145080921968954
549,11,324,0.154017475138978
549,12,367,0.159121463305311
549,13,410,0.162683027469904
549,14,453,0.166328153273247
549,15,495,0.166328153273247
550,1,7,0.022204269367859
550,2,18,0.0318525988764865
550,3,34,0.0453909893842641
550,4,55,0.0588993364516122
550,5,81,0.0725322897999998
550,6,112,0.0883235287320895
550,7,148,0.101664212147884
550,8,188,0.114890404805657
550,9,230,0.129950259857324
550,10,272,0.140358758146004
550,11,314,0.149804173580558
550,12,356,0.154017475138978
550,13,398,0.159121463305311
550,14,440,0.162683027469904
550,15,482,0.166328153273247
551,1,7,0.0235230266515003
551,2,18,0.0387461404195562
551,3,34,0.055735847334997
551,4,55,0.0681084290595163
551,5,81,0.0774781160712868
551,6,112,0.0844296435288718
551,7,148,0.0948665939565049
551,8,188,0.109531137278657
551,9,230,0.117386232319197
551,10,272,0.122997579610305
551,11,314,0.124456415794795
551,12,356,0.124456415794795
551,13,398,0.124456415794795
551,14,440,0.124456415794795
551,15,482,0.129038954354187
552,1,7,0.0215860281508909
552,2,18,0.0399302915106239
552,3,34,0.0591938943592479
552,4,55,0.0745304671094083
552,5,81,0.0844296435288718
552,6,112,0.0946419757725926
552,7,148,0.102410955303276
552,8,188,0.111510418728846
552,9,230,0.121068610542959
552,10,272,0.124388869003678
552,11,314,0.124456415794795
552,12,356,0.124456415794795
552,13,398,0.124456415794795
552,14,440,0.124456415794795
552,15,482,0.131479694624466
553,1,7,0.0166302685760687
553,2,19,0.0344608503539047
553,3,36,0.0550107597742725
553,4,58,0.0745304671094083
553,5,85,0.0844296435288718
553,6,117,0.0946419757725926
553,7,154,0.102410955303276
553,8,194,0.113891505114358
553,9,237,0.121068610542959
553,10,281,0.124388869003678
553,11,324,0.124456415794795
553,12,367,0.124456415794795
553,13,410,0.124456415794795
553,14,453,0.129038954354187
553,15,495,0.13647828019455
554,1,7,0.017395815554973
554,2,19,0.0336665552730553
554,3,37,0.0526258144593187
554,4,60,0.0724161953448048
554,5,88,0.0920280365875346
554,6,121,0.102410955303276
554,7,158,0.109828978593501
554,8,198,0.115996757945499
554,9,241,0.122974054051871
554,10,286,0.124388869003678
554,11,332,0.124388869003678
554,12,377,0.124456415794795
554,13,422,0.129038954354187
554,14,466,0.13647828019455
554,15,507,0.142547473517668
555,1,7,0.0200987396118431
555,2,19,0.0362488072048902
555,3,37,0.0535983446379426
555,4,61,0.0711195127421903
555,5,90,0.0909434622987707
555,6,123,0.107226997512809
555,7,160,0.115735604561919
555,8,200,0.122771810684989
555,9,243,0.122974054051871
555,10,288,0.122974054051871
555,11,335,0.124388869003678
555,12,383,0.129038954354187
555,13,429,0.13647828019455
555,14,472,0.142547473517668
555,15,513,0.152083616357344
556,1,7,0.0202438391716873
556,2,19,0.0353178888443429
556,3,37,0.0519782165889217
556,4,61,0.0688873999796387
556,5,91,0.079570744224909
556,6,125,0.0951973476035381
556,7,162,0.108062959313459
556,8,202,0.115735604561919
556,9,245,0.122974054051871
556,10,291,0.124388869003678
556,11,339,0.124879772333118
556,12,387,0.133468642481587
556,13,435,0.140358758146004
556,14,479,0.149804173580558
556,15,517,0.154017475138978
557,1,7,0.0210451019733818
557,2,19,0.0389337079948443
557,3,37,0.0540403710922123
557,4,61,0.0714935357404291
557,5,91,0.0892233604225628
557,6,125,0.103058900144421
557,7,162,0.114557191811776
557,8,202,0.122771810684989
557,9,245,0.122974054051871
557,10,291,0.122974054051871
557,11,339,0.128770158856076
557,12,387,0.13647828019455
557,13,435,0.140358758146004
557,14,479,0.149804173580558
557,15,517,0.154017475138978
558,1,7,0.0207392365978556
558,2,19,0.0384854840965665
558,3,37,0.0575706267057478
558,4,61,0.0735995360273495
558,5,90,0.0898242459499475
558,6,123,0.106924651331373
558,7,160,0.122410934111104
558,8,200,0.122771810684989
558,9,243,0.122771810684989
558,10,288,0.122974054051871
558,11,335,0.129038954354187
558,12,383,0.13647828019455
558,13,429,0.140358758146004
558,14,472,0.151483049014213
558,15,513,0.162683027469904
559,1,7,0.0188218800905901
559,2,19,0.0360981403208843
559,3,37,0.0513389353893505
559,4,60,0.0686681191897975
559,5,88,0.0842727989655143
559,6,121,0.099483685105467
559,7,158,0.115409007981034
559,8,198,0.122410934111104
559,9,241,0.122771810684989
559,10,286,0.129038954354187
559,11,332,0.13647828019455
559,12,377,0.140358758146004
559,13,422,0.149804173580558
559,14,466,0.159121463305311
559,15,507,0.162683027469904
560,1,7,0.0193838902493826
560,2,19,0.0348169583933089
560,3,36,0.0503848991855285
560,4,58,0.0628038640257703
560,5,85,0.0809459150728362
560,6,117,0.094251631314498
560,7,154,0.108199049000034
560,8,194,0.115733620211771
560,9,237,0.129038954354187
560,10,281,0.13647828019455
560,11,324,0.140358758146004
560,12,367,0.149804173580558
560,13,410,0.154017475138978
560,14,453,0.159121463305311
560,15,495,0.162683027469904
561,1,7,0.0208730053639616
561,2,19,0.0395930207010101
561,3,36,0.0536994822741484
561,4,58,0.0686202140996571
561,5,85,0.084646797335959
561,6,117,0.0963875828353581
561,7,154,0.106218904749262
561,8,194,0.116039622841159
561,9,237,0.118820520476912
561,10,281,0.127186329119777
561,11,324,0.133079974255757
561,12,367,0.140967736142982
561,13,410,0.145922012959103
561,14,453,0.152233085969198
561,15,495,0.159369742705965
562,1,7,0.0247877901872208
562,2,19,0.0433039229661739
562,3,37,0.0580536003634105
562,4,60,0.0686161650452578
562,5,88,0.0851717687116641
562,6,121,0.101540487977626
562,7,158,0.108698734521572
562,8,198,0.109499253887735
562,9,241,0.116039622841159
562,10,286,0.118820520476912
562,11,332,0.127186329119777
562,12,377,0.133079974255757
562,13,422,0.140967736142982
562,14,466,0.145922012959103
562,15,507,0.153287362919478
563,1,7,0.026589007889037
563,2,19,0.0425177447459605
563,3,37,0.0561344014241132
563,4,61,0.0757700888550661
563,5,90,0.0854142691444948
563,6,123,0.0965546136043936
563,7,160,0.105745157312371
563,8,200,0.108698734521572
563,9,243,0.109499253887735
563,10,288,0.116039622841159
563,11,335,0.118820520476912
563,12,383,0.127186329119777
563,13,429,0.133079974255757
563,14,472,0.140967736142982
563,15,513,0.145922012959103
564,1,7,0.0194157912731065
564,2,19,0.0393636768533625
564,3,37,0.0568525766787398
564,4,61,0.0674571576241907
564,5,91,0.0860839479205915
564,6,125,0.101540487977626
564,7,162,0.108698734521572
564,8,202,0.109499253887735
564,9,245,0.116039622841159
564,10,291,0.118820520476912
564,11,339,0.127186329119777
564,12,387,0.133079974255757
564,13,435,0.140967736142982
564,14,479,0.145922012959103
564,15,517,0.152233085969198
565,1,7,0.0271832187394208
565,2,19,0.0408059123514492
565,3,37,0.0552928486196952
565,4,61,0.0757700888550661
565,5,91,0.0854142691444948
565,6,125,0.0965546136043936
565,7,162,0.105745157312371
565,8,202,0.108698734521572
565,9,245,0.109499253887735
565,10,291,0.116039622841159
565,11,339,0.118820520476912
565,12,387,0.127186329119777
565,13,435,0.133079974255757
565,14,479,0.140967736142982
565,15,517,0.145922012959103
566,1,7,0.0228421526323764
566,2,19,0.0417682390156051
566,3,37,0.0596675229999242
566,4,61,0.0733444307418371
566,5,90,0.0871475802538374
566,6,123,0.0901840018747874
566,7,160,0.0965546136043936
566,8,200,0.105745157312371
566,9,243,0.108698734521572
566,10,288,0.109941227361975
566,11,335,0.116039622841159
566,12,383,0.120731976106591
566,13,429,0.127186329119777
566,14,472,0.133079974255757
566,15,513,0.140967736142982
567,1,7,0.0212117652403131
567,2,19,0.0438519436889711
567,3,37,0.0642921309284716
567,4,60,0.0714470934135458
567,5,88,0.0785220438342561
567,6,121,0.0871475802538374
567,7,158,0.0901840018747874
567,8,198,0.100069648269807
567,9,241,0.108147141911587
567,10,286,0.114694536686864
567,11,332,0.120731976106591
567,12,377,0.122997579610305
567,13,422,0.124456415794795
567,14,466,0.127186329119777
567,15,507,0.133079974255757
568,1,7,0.0250925491466809
568,2,19,0.0423472891772055
568,3,36,0.057902247828239
568,4,58,0.0708961116275883
568,5,85,0.0738275595605357
568,6,117,0.079994540063061
568,7,154,0.092249301537744
568,8,194,0.100948203478253
568,9,237,0.114410578394163
568,10,281,0.120731976106591
568,11,324,0.122997579610305
568,12,367,0.124456415794795
568,13,410,0.124456415794795
568,14,453,0.124456415794795
568,15,495,0.128770158856076
569,1,7,0.0246696477299827
569,2,18,0.0440824922838939
569,3,34,0.0554782049075029
569,4,55,0.0630424374950356
569,5,81,0.0708961116275883
569,6,112,0.0774781160712868
569,7,148,0.092249301537744
569,8,188,0.100948203478253
569,9,230,0.109531137278657
569,10,272,0.120731976106591
569,11,314,0.122997579610305
569,12,356,0.124456415794795
569,13,398,0.124456415794795
569,14,440,0.124456415794795
569,15,482,0.124456415794795
570,1,7,0.0207536746353935
570,2,18,0.0314602512052496
570,3,34,0.0470100328733928
570,4,55,0.0706289252961927
570,5,81,0.0839700771582611
570,6,112,0.0992836836879991
570,7,148,0.110575044451307
570,8,188,0.122629670224289
570,9,230,0.132253637636147
570,10,272,0.140586326516437
570,11,314,0.145340363229415
570,12,356,0.154928815537495
570,13,398,0.166328153273247
570,14,440,0.166328153273247
570,15,482,0.166328153273247
571,1,7,0.0195902501391969
571,2,18,0.0332767065581846
571,3,34,0.0462879324637251
571,4,55,0.0652416903430861
571,5,81,0.0840941396345362
571,6,112,0.08837104382106
571,7,148,0.0992836836879991
571,8,188,0.110575044451307
571,9,230,0.122629670224289
571,10,272,0.132805260531655
571,11,314,0.144015493292761
571,12,356,0.153436923601833
571,13,398,0.166328153273247
571,14,440,0.166328153273247
571,15,482,0.166328153273247
572,1,7,0.0215285339866373
572,2,19,0.0315698275128723
572,3,36,0.0481550121138239
572,4,58,0.0685601371081424
572,5,85,0.0840941396345362
572,6,117,0.08837104382106
572,7,154,0.0992836836879991
572,8,194,0.110575044451307
572,9,237,0.122629670224289
572,10,281,0.132253637636147
572,11,324,0.140586326516437
572,12,367,0.145340363229415
572,13,410,0.154928815537495
572,14,453,0.166328153273247
572,15,495,0.166328153273247
573,1,7,0.020740577025494
573,2,19,0.0411406649108251
573,3,37,0.0524907245588261
573,4,60,0.0664293122710989
573,5,88,0.0760360456489652
573,6,121,0.0840941396345362
573,7,158,0.08837104382106
573,8,198,0.103420355587059
573,9,241,0.114410578394163
573,10,286,0.122629670224289
573,11,332,0.132253637636147
573,12,377,0.140923296851693
573,13,422,0.152083616357344
573,14,466,0.162683027469904
573,15,507,0.166328153273247
574,1,7,0.0260714512723689
574,2,19,0.0433262761732288
574,3,37,0.057671929531441
574,4,61,0.0643037469722606
574,5,90,0.0741478394094539
574,6,123,0.0814470951055461
574,7,160,0.0928339932412893
574,8,200,0.107404342764782
574,9,243,0.114410578394163
574,10,288,0.120731976106591
574,11,335,0.122997579610305
574,12,383,0.132253637636147
574,13,429,0.142547473517668
574,14,472,0.152083616357344
574,15,513,0.162683027469904
575,1,7,0.0220360710457454
575,2,19,0.0404619611880158
575,3,37,0.0595621801663435
575,4,61,0.0792572032824068
575,5,91,0.0876544006163317
575,6,125,0.0949543013614246
575,7,162,0.102215784445571
575,8,202,0.109499253887735
575,9,245,0.116039622841159
575,10,291,0.122629670224289
575,11,339,0.132253637636147
575,12,387,0.140586326516437
575,13,435,0.145340363229415
575,14,479,0.154928815537495
575,15,517,0.166328153273247
576,1,7,0.0266325832434091
576,2,19,0.0397726874894962
576,3,37,0.060252941084191
576,4,61,0.0706950570446912
576,5,91,0.0793901790047742
576,6,125,0.0876544006163317
576,7,162,0.0949543013614246
576,8,202,0.102215784445571
576,9,245,0.109941227361975
576,10,291,0.116039622841159
576,11,339,0.122629670224289
576,12,387,0.132253637636147
576,13,435,0.140586326516437
576,14,479,0.145340363229415
576,15,517,0.154928815537495
577,1,7,0.0253194694167676
577,2,19,0.0496753854185327
577,3,37,0.0537750235550224
577,4,61,0.0637190542885001
577,5,90,0.0741478394094539
577,6,123,0.0797825927049392
577,7,160,0.0928339932412893
577,8,200,0.107404342764782
577,9,243,0.114410578394163
577,10,288,0.120731976106591
577,11,335,0.122997579610305
577,12,383,0.124456415794795
577,13,429,0.132253637636147
577,14,472,0.142547473517668
577,15,513,0.152083616357344
578,1,7,0.0231037274328438
578,2,19,0.0454583989528361
578,3,37,0.0579972859283583
578,4,60,0.0598772387887621
578,5,88,0.0741478394094539
578,6,121,0.0838884190617011
578,7,158,0.0928339932412893
578,8,198,0.107404342764782
578,9,241,0.114410578394163
578,10,286,0.120731976106591
578,11,332,0.122997579610305
578,12,377,0.124456415794795
578,13,422,0.124456415794795
578,14,466,0.132253637636147
578,15,507,0.142547473517668
579,1,7,0.0219100829878379
579,2,19,0.0392097485219405
579,3,36,0.0520850189004188
579,4,58,0.0595904227130099
579,5,85,0.0702257570560856
579,6,117,0.0836260740442032
579,7,154,0.092249301537744
579,8,194,0.100948203478253
579,9,237,0.114410578394163
579,10,281,0.120731976106591
579,11,324,0.122997579610305
579,12,367,0.124456415794795
579,13,410,0.124456415794795
579,14,453,0.124456415794795
579,15,495,0.132253637636147
580,1,7,0.0228174752248508
580,2,19,0.0434374917351445
580,3,36,0.0578338044705394
580,4,58,0.0747589594377427
580,5,85,0.0952516003783544
580,6,117,0.115871506240537
580,7,154,0.131097977491818
580,8,194,0.147661546774528
580,9,237,0.153848697246206
580,10,281,0.162696249638063
580,11,324,0.166328153273247
580,12,367,0.166328153273247
580,13,410,0.166328153273247
580,14,453,0.166328153273247
580,15,495,0.166328153273247
581,1,7,0.0197546873342164
581,2,19,0.0416217054174573
581,3,37,0.0616568090353035
581,4,60,0.0802867208575228
581,5,88,0.0983469123634766
581,6,121,0.114448369951204
581,7,158,0.136647390854342
581,8,198,0.150651192171144
581,9,241,0.160157367588854
581,10,286,0.166328153273247
581,11,332,0.166328153273247
581,12,377,0.166328153273247
581,13,422,0.166328153273247
581,14,466,0.166328153273247
581,15,507,0.166328153273247
582,1,7,0.0208736440990387
582,2,19,0.0425565687370311
582,3,37,0.0651181886471076
582,4,61,0.0847137366792676
582,5,90,0.0997856001197965
582,6,123,0.118361593353999
582,7,160,0.133008428255598
582,8,200,0.150760845424363
582,9,243,0.16415011520207
582,10,288,0.166328153273247
582,11,335,0.166328153273247
582,12,383,0.166328153273247
582,13,429,0.166328153273247
582,14,472,0.166328153273247
582,15,513,0.166328153273247
583,1,7,0.0175110175946195
583,2,19,0.0377734259421305
583,3,37,0.0542468964583515
583,4,61,0.0728359694711809
583,5,91,0.0929313484219349
583,6,125,0.104864022714217
583,7,162,0.124810318731937
583,8,202,0.140614348179281
583,9,245,0.153287362919478
583,10,291,0.162968823009262
583,11,339,0.16415011520207
583,12,387,0.166328153273247
583,13,435,0.166328153273247
583,14,479,0.166328153273247
583,15,517,0.166328153273247
584,1,7,0.0246629233073763
584,2,19,0.0414676635708228
584,3,37,0.058371552372583
584,4,61,0.0778961748799625
584,5,91,0.0996768788394269
584,6,125,0.11224849202972
584,7,162,0.12957912237675
584,8,202,0.144671285395777
584,9,245,0.154928815537495
584,10,291,0.16415011520207
584,11,339,0.166328153273247
584,12,387,0.166328153273247
584,13,435,0.166328153273247
584,14,479,0.166328153273247
584,15,517,0.166328153273247
585,1,7,0.0248219496391241
585,2,19,0.0432573587009643
585,3,37,0.0574982560934896
585,4,61,0.0816743169910437
585,5,90,0.103478880442453
585,6,123,0.117675591294537
585,7,160,0.135403591627625
585,8,200,0.145340363229415
585,9,243,0.154928815537495
585,10,288,0.166328153273247
585,11,335,0.166328153273247
585,12,383,0.166328153273247
585,13,429,0.166328153273247
585,14,472,0.166328153273247
585,15,513,0.166328153273247
586,1,7,0.0228127003076576
586,2,19,0.0387123853363523
586,3,37,0.056786729565655
586,4,60,0.0741662172581963
586,5,88,0.0960950289126817
586,6,121,0.116581805003585
586,7,158,0.132236199862105
586,8,198,0.140586326516437
586,9,241,0.145340363229415
586,10,286,0.154928815537495
586,11,332,0.166328153273247
586,12,377,0.166328153273247
586,13,422,0.166328153273247
586,14,466,0.166328153273247
586,15,507,0.166328153273247
587,1,7,0.0195687692249202
587,2,19,0.0384948939377955
587,3,36,0.0561767307832225
587,4,58,0.0668933912674365
587,5,85,0.090610361331719
587,6,117,0.108828700428131
587,7,154,0.122629670224289
587,8,194,0.132253637636147
587,9,237,0.140586326516437
587,10,281,0.145340363229415
587,11,324,0.154928815537495
587,12,367,0.166328153273247
587,13,410,0.166328153273247
587,14,453,0.166328153273247
587,15,495,0.166328153273247
588,1,7,0.0216443183799537
588,2,18,0.0388386337654811
588,3,34,0.0509398467045157
588,4,55,0.0668933912674365
588,5,81,0.090610361331719
588,6,112,0.108828700428131
588,7,148,0.122629670224289
588,8,188,0.132253637636147
588,9,230,0.140586326516437
588,10,272,0.145340363229415
588,11,314,0.154928815537495
588,12,356,0.166328153273247
588,13,398,0.166328153273247
588,14,440,0.166328153273247
588,15,482,0.166328153273247
589,1,7,0.0369033391003628
589,2,18,0.0554202019213507
589,3,34,0.0725587499372777
589,4,55,0.0847166480681309
589,5,81,0.100185670252
589,6,112,0.119848526389713
589,7,148,0.130428443835791
589,8,188,0.138459135559546
589,9,230,0.144485707911736
589,10,272,0.152777712036662
589,11,314,0.159436102816377
589,12,356,0.162696249638063
589,13,398,0.166328153273247
589,14,440,0.166328153273247
589,15,482,0.166328153273247
590,1,7,0.0344105809145402
590,2,19,0.0575381878450764
590,3,36,0.0731912915205235
590,4,58,0.0886552713918744
590,5,85,0.103369695275755
590,6,117,0.123306900154351
590,7,154,0.130428443835791
590,8,194,0.138459135559546
590,9,237,0.144485707911736
590,10,281,0.152777712036662
590,11,324,0.162696249638063
590,12,367,0.166328153273247
590,13,410,0.166328153273247
590,14,453,0.166328153273247
590,15,495,0.166328153273247
591,1,7,0.0297897555278394
591,2,19,0.0558945218137123
591,3,37,0.0729573674490339
591,4,60,0.0889272641951841
591,5,88,0.102538710455712
591,6,121,0.119139001881646
591,7,158,0.138459135559546
591,8,198,0.144485707911736
591,9,241,0.152777712036662
591,10,286,0.162696249638063
591,11,332,0.166328153273247
591,12,377,0.166328153273247
591,13,422,0.166328153273247
591,14,466,0.166328153273247
